id,essay_prompt,authorship,class_type,grade_letter,gptzero_label,gptzero_ai_percent,contentdetector_label,contentdetector_ai_percent,sapling_fake_percent,copyleaks_ai_percent
5369,Treaty of versailles,Entirely written by me,History,A,Human,0,May Have AI,61,16,0
21308,"Use a hip-hop song to answer whether ""economic considerations vindicate hip hop""","Written by me, but grammar was corrected by AI",Ethics,A,Human,0,Likely Human,0,0,0
4662,"Using both Cathy Davidson‚Äôs Project Classroom Makeover and Joseph Stiglitz‚Äôs Rent Seeking and the Making of an Unequal Society, write an essay in which you analyze how inequality operates in American society. Explain how each author identifies a different source of inequality‚Äîeducational or economic‚Äîand discuss how their ideas intersect. Support your analysis with evidence from both texts",Entirely written by me,English,C,Human,0,Likely Human,20,16.9,0
14884,"Using Cathy Davidson‚Äôs Project Classroom Makeover, Joseph Stiglitz‚Äôs Rent Seeking and the Making of an Unequal Society, and Cathy Park Hong‚Äôs Minor Feelings, write an essay analyzing how inequality functions in American society. Explain how each author addresses a different form of inequality (educational, economic, racial), and discuss how binary thinking or hierarchical thinking contributes to these inequalities. Support your argument with evidence from all three texts.‚Äù",Entirely written by me,English,B,Human,0,Likely Human,42,73.7,0
9636,"Using quotations from this passage and at least one other, produce AT LEAST TWO substantive paragraphs of at least 250 words each in response to the following question: How and why, according to Giridharadas, do thought leaders provide elites with the ‚Äúsemblance‚Äù of palatable ideas?",Entirely written by me,English,B,Human,0,Likely Human,39,0.7,0
5835,"Using the article by Christina Lyons, explain what restorative justice is and evaluate whether it is an effective alternative to the traditional criminal justice system. In your response, discuss its impact on incarceration rates, recidivism, and the experiences of victims and offenders. Support your argument with evidence from the article",Entirely written by me,English,A,Human,0,Likely Human,41,93,0
7749,"Using the information from the documents you just analyzed, use the rest of this sheet to write
about the relationship between the concept of Manifest Destiny and the Westward growth of the
nation. Why did people support Manifest Destiny? How did it lead to the growth of the West?
What were some political, economic and social reasons for Manifest Destiny? How did Manifest
Destiny affect different groups of people?",Entirely written by me,History,A,Human,0,Likely AI,79,0.2,0
21847,"Was Julius Caesar a tyrant? Using primary sources from ancient writers and modern scholarly analysis, develop an argument about whether Julius Caesar's actions as dictator constituted tyranny according to Roman Republican standards. Compare his conduct to other Roman dictators, and evaluate whether his actions following the civil war justify the label of 'tyrant.","Written by me, but grammar was corrected by AI",History,,Human,0,Likely Human,10,99,0
21367,"Was the New Deal successful? Explain what led to its creation, its major benefits, and its major drawbacks.",Entirely written by me,History,B,Human,0,Likely AI,52,34.4,0
1114,What are some important achievements and failures of the socialist movement in the 20th century?,Entirely written by me,History,A,Human,0,Likely Human,26,26,0
18893,What are the alternatives to the current immigration issue?,Entirely written by me,Ethics,A,Human,0,Likely Human with AI,53,0.4,0
23475,What are you hoping to get out of this course?,Entirely written by me,Other,A,Human,0,Likely Human,62,15.2,0
2784,What impact does an increase in cost of living have on the increase or decrease in population of a city?,Entirely written by me,Economics,A,Human,0,Likely Human,40,100,0
28812,What is religion?,"Partly written by me, partly by AI",Other,B,Human,0,May Have AI,63,0.7,0
22755,What is your view on compatbilism and is it a coherent view of free will in regards to determinism?,Entirely written by me,Ethics,A,Human,0,Likely Human,0,0,0
8285,What were the two most important factors which contributed to the labor movement‚Äôs growing militancy and strength in 1933 and 1934?,"Written by me, but grammar was corrected by AI",History,A,Human,0,Likely Human,0,73.4,0
3467,Whether or not a person who uses technology wrongly or the creator should carry fault.,Entirely written by me,English,B,Human,0,Likely Human with AI,56,79.7,0
15644,"Write a comparative analysis essay discussing the similarities and differences between Pam Warhurst‚Äôs and Ron Finley‚Äôs approaches to community improvement through food and urban agriculture, based on their TED Talks.",Entirely written by me,English,,Human,0,Likely Human with AI,55,0.7,0
19278,"Write a comparison‚Äìcontrast essay analyzing similarities and differences between the 1918 Spanish Flu pandemic and the COVID-19 pandemic. Your essay should address at least three points of comparison, use evidence from credible sources, and present a clear argument.",Entirely written by me,English,,Human,0,Likely Human with AI,57,0.1,0
6622,Write a creative writing essay,Entirely written by me,English,B,Human,0,Likely Human,10,5,0
12842,Write a current events paper on Automakers facing credit pressure from the recent tariffs,"Written by me, but grammar was corrected by AI",Other,B,Human,0,Likely Human,41,7.3,0
16192,"Write a five-page paper that addresses the question of whether reparations will, finally, serve justice. Be specific about the particular losses that must be compensated and the form those reparations should take. Include references to specific events in the past and deadlines for reconciliation in the present and future. In your response, be  sure to base your claims on materials read in the assigned readings (you do not need to read additional sources for this assignment.","Written by me, but grammar was corrected by AI",History,A,Human,0,May Have AI,71,79.3,0
26378,"Write a five-page paper that addresses the question of whether reparations will, finally, serve justice. Be specific about the particular losses that must be compensated in a particular situation and the form those reparations should take.",Entirely written by me,History,A,Human,0,Likely Human,0,71.9,0
5246,Write a litterary essay,Entirely written by me,English,,Human,0,Likely Human,0,0.5,1
6465,"Write a reflective essay describing a book that has influenced your personal growth or mindset. Explain why you chose the book, what you learned from it, and how it has shaped your thinking",Entirely written by me,English,,Human,0,May Have AI,73,0.6,0
10318,Write a review on 'Life Is a Dream',Entirely written by me,Other,,Mixed,0,Likely Human,0,21.9,0
19310,Write a short story about anything,Entirely written by me,English,,Human,0,Likely Human,0,0.5,0
6873,Write about a problem about the current society,"Written by me, but grammar was corrected by AI",Other,A,Human,0,Likely Human,30,0,0
17560,write about responsibility in heroes,"Written by me, but grammar was corrected by AI",English,A,Human,0,May Have AI,70,99.3,100
4954,Write about your journey at rutgers after your first semester,"Written by me, but grammar was corrected by AI",Other,A,Human,0,Likely Human,30,0,0
13890,Write an analysis of your SPDA algorithm.,Entirely written by me,Technology,A,Human,0,Likely AI,86,4.4,0
20131,Write an analysis on the fair and unfair redistricting map.,Entirely written by me,Technology,A,Human,0,Likely AI,91,73.3,0
1421,Write an essay comparing The Impeachment Trial of Andrew Johnson and United States v. Nixon,Entirely written by me,History,A,Human,0,Likely Human,0,77.6,0
16347,Write an essay explaining whether you think parenting classes are beneficial for new parents. Support your opinion with at least two reasons and examples.,Entirely written by me,English,,Human,0,Likely Human,38,0.1,0
9610,Write an essay on recent news about any discoveries in a location of your choosing,"Partly written by me, partly by AI",Other,A,Human,0,Likely Human with AI,52,1,0
14277,Write an historical analysis of child labor in Utah,"Written by me, but grammar was corrected by AI",Other,A,Human,0,Likely AI,84,77.5,0
7531,"Write your essay. It should have four parts to it (organized into four paragraphs) according to the instructions below. It should be roughly 1 to 1.5 pages, single spaced, give or take.  1) a short summary of the article (IN YOUR OWN WORDS. Do not cut and paste; do not use direct quotes; do not use AI).  2) its relationship to topics covered in class (or will be covered). If we have covered the topic, we expect you to write in more detail about how it relates to what we have discussed.  3) a biological/evolutionary analysis of the article (how can you use your understanding of biology and biological evolution to evaluate and inform the article?) and  4) critical evaluation of potential bias in reporting (how do you know you can trust the article? how do you know it isn't ""fake news""?)","Partly written by me, partly by AI",Other,A,Human,0,Likely Human,36,28.5,0
27995,"you will write a short exploratory essay about ‚ÄúDebatable.‚Äù Begin by selecting one significant passage that you want to write about. Then write an exploratory essay which responds to the following prompt: what is the tension between tradition and inclusion, or tradition and creativity, in the debate world?  -I encourage you to focus on why that tension matters in your essay.   -Project 3's title is ""Complexity: Going Beyond a Pro/Con Argument""  -I am interested in you grappling with the ambiguity or complexity of the podcast. You do not have to pick a side, necessarily- what are the merits and negatives of each side?   -I am looking for a complex discussion that uses ""Debatable"" as your primary source material. A number of you have asked me if you can use outside sources. It is your professor's opinion that ""Debatable Links to an external site."" is the only source you need to write a successful exploratory essay, but I also have not told anyone that they cannot use outside sources. In an essay asking about inclusion, it would be exclusionary for me to forbid your experience with outside source.  500-word draft. 700-word final project. You can write more than 700 words.",Entirely written by me,English,B,Human,0,May Have AI,68,63.4,0
20699,"Your goal in this assignment is to create part of a new language. Include level of linguistic description, name of the language, cultural background and linguistic description",Entirely written by me,Other,B,Human,0,Likely AI,81,99.9,100
10896,"Your goal in this assignment is to create part of a new language. Include level of linguistic description, name of the language, cultural background and linguistic description.",Entirely written by me,Other,B,Human,0,Likely AI,81,99,100
13446,"Your task for this assignment is to write a brief (5-7 page) argumentative essay in which you argue for or against one of the three ""classic"" articles comprising this module. Here's roughly how your paper should be structured, depending on whether you're arguing in favor of the paper or against it.  Arguing For: Suppose you're arguing for one of the three papers; say, for instance, Frank Jackson's ""Epiphenomenal Qualia"". Your job is then the following: first, briefly state and explain the argument of the paper your writing about (continuing with our example, this means briefly stating and explaining Frank Jackson's argument in his article); second, state and explain what you take to be the best objection to that argument (again, continuing with our example, this means stating and explaining what you imagine to be the best possible objection to Jackson's argument); and finally, respond to that objection, making sure you thoroughly explain why that objection fails (in our example, this means explaining why the objection to Jackson's argument you've just considered doesn't succeed in knocking down his argument).  Arguing Against: Suppose you're arguing against one of the three papers; say, for instance, Frank Jackson's ""Epiphenomenal Qualia"". Your job is then the following: first, briefly state and explain the argument of the paper your writing about (continuing with our example, this means briefly stating and explaining Frank Jackson's argument in his article); second, present and thoroughly explain what you take to be the best objection to that argument  (again, continuing with our example, this means stating and explaining what you imagine to be the best possible objection to Jackson's argument); third, briefly explain how the author (in our example, Jackson) might respond to this objection, and finally, explain why this response fails.  Whichever of the two options you choose, a few criteria should be met:  Your paper should be of the required length (5-7 pages double-spaced, 12-point standard font); Your paper should clearly exemplify the structure I've described above (in fact, keeping to this structure should help you to write your paper, especially if you do not often write papers!) You should double-check (or better, triple-check!) your spelling and grammar; although this isn't a writing class, spelling and grammar matter! Write in complete sentences, check your use of punctuation, and if you're not certain on a word's spelling, look it up! Do your best! (I'm well-aware that, for many of you, paper-writing is not your thing. That's fine! This is an exercise. Do your best. And when I say that, I mean do your best: don't use ChatGPT or some other AI-driven tool to do your work for you. You do not learn when you do so.)",Entirely written by me,Ethics,,Human,0,Likely Human with AI,52,3,82
22212,Procrastination,Entirely written by me,English,,Human,0,Likely Human,0,20.5,0
16780,Redistricting the Map of New Jersey,Entirely written by me,Other,,Human,0,Likely Human,0,17,0
25277,"Compare and contrast Alan Sillitoe’s ‘The Loneliness of the Long-
Distance Runner’ and Grace Paley’s ‘The Long Distance Runner.’
Discuss at least one major similarity and one major diDerence between the two
stories, analyzing how each author uses running to shape character development,
themes, or views on society.",Entirely written by me,English,B,Human,0,Likely Human,25,3.3,0
26030,"Explain Paul Churchland’s theory of eliminative materialism.
Discuss why he rejects dualism, identity theory, and functionalism.
Evaluate whether his arguments are convincing, using philosophical and scientific
considerations.",Entirely written by me,Other,A,Human,0,Likely Human,25,76.8,0
22077,Analyzing the Concept of Heroism in The Iliad and Three Kingdoms,Entirely written by me,History,A,Human,1,Likely Human,45,99,0
25726,"Apply Relational Dialectics Theory (RDT) to analyze interpersonal communication. Your essay should:  summarize and critique a scholarly study that uses RDT,  apply RDT to a media example, and  apply RDT to a real-life interpersonal situation",AI-generated,Other,A,Mixed,1,Likely AI,100,98.8,100
27376,"Cultural values play a pivotal role in shaping attitudes toward healthcare, influencing whether individuals perceive seeking treatment as necessary or acceptable. How does culture impact attitudes towards mental health treatment and help-seeking behaviors? Describe the cultural influences on treatment seeking behavior and the consequences of defying those influences. Provide specific examples from your research of cultures that play a specific role in seeking or denying necessary mental health treatment.",AI-generated,Other,,Mixed,1,Likely AI,90,100,100
21205,How can a major company address a gap in the beauty market by launching a new initiative?,"Written by me, but grammar was corrected by AI",English,A,Human,1,May Have AI,72,0,100
6642,"How do social pressures lead to optimization of cadets in amongst the cadets in the Citadel and the women in ""Ideal Woman""?","Partly written by me, partly by AI",English,,Mixed,1,Likely Human,25,99.9,100
19093,I never saved it and I certainly don't remember it.,Entirely written by me,English,B,Human,1,Likely Human,0,23,0
13816,Modern-day purpose of Religion,Entirely written by me,History,B,Human,1,May Have AI,49,82.7,0
20024,View the New Asylums you can find via google search  Frontline New Asylum 12 font 2 pages 1 outside source to back your opinion,Entirely written by me,Other,A,Human,1,Likely Human,21,72.4,0
9822,What is religion?,"Partly written by me, partly by AI",Other,A,Mixed,1,Likely Human with AI,58,33,0
6911,Write an essay on your favorite hobby,AI-generated,English,,Mixed,1,Likely AI,90,100,100
27511,Article review: Levitt‚Äôs marketing myopia,"Written by me, but grammar was corrected by AI",English,A,Human,2,Likely Human,20,99.8,100
28933,Describe a block you faced,Entirely written by me,Other,A,Human,2,May Have AI,63,90.4,0
21260,Describe the poem drinking and your piece,Entirely written by me,Other,A,Human,2,Likely Human,12,4,38
15610,Explain Cloud Security,"Partly written by me, partly by AI",Technology,A,Mixed,2,Likely Human with AI,0,67.2,0
19687,"1. Does the argument from causal closure show physicalism to be true? Explain why or why not. Along the way, be sure to: A. Explain what the thesis of physicalism is. B. Explain the argument from clausal closure. Be sure to: a. Explain the concepts the argument relies on. b. Explain the premises of the argument c. Explain the conclusion of the argument. d. Explain how he reaches the conclusion. C. Present one objection",AI-generated,Other,B,Human,3,Likely Human,0,78.2,0
20477,"This exam contains four short essay prompts, and you must answer two of them. In each essay, you will be asked to compare and contrast ancient texts we have read from class so far this semester around a particular theme. Each essay should be 2.5-3 pages (double spaced 12 point font), and feature a clear central argument to address the prompt. The essay‚Äôs argument should be supported with clear citations and examples from the ancient texts along with clearly cited references to additional class readings, as well as themes from the lecture videos and class discussions. No outside research should be done for these essays, only use the readings and other materials from classMany apocalyptic texts are engaged in their own interpretations of texts that have come before them. 1 Enoch 1-36 re-interprets ideas from the Book of Genesis, while the Gospel of Mark re-interprets ideas from the Book of Daniel. Compare and contrast how 1 Enoch 1-36 and the Gospel of Mark each expand upon those earlier texts in order to articulate their new apocalyptic visions.",AI-generated,History,C,Human,4,Likely Human,36,100,100
15106,"Write a short biography of a person who lived and worked in the United States between 1618 and 1865, explaining how and why the message of the person‚Äôs life that you have selected provides testimony witnessing the injustices confronting workers of his or her or their historical period.","Written by me, but grammar was corrected by AI",History,A,Human,5,May Have AI,73,24.6,0
8700,"In recent years, there have been growing calls to ban the use of facial recognition in the U.S., due to ongoing concerns about discrimination, privacy, and civil liberties. Some states (e.g., Maine Links to an external site. ) and cities (e.g., San Francisco Links to an external site. ) have banned the use of facial recognition by law enforcement and government agencies except in select circumstances, while other localities have considered but not implemented such bans. In this case study, your assignment is to use concepts and materials from class and your own research to 1) describe the basic contours of the debate about whether law enforcement should be banned from using facial recognition algorithms, and 2) take an informed position on the debate. While facial recognition is increasingly used by private companies as well as government agencies (and Congressional legislation has been proposed to curb private use), this case study asks you to specifically focus on the use of facial recognition by law enforcement and other government agencies. Step 1: Do some research about bans on facial recognition and the arguments for and against them. Focus your research on two areas: * Find at least two reputable media articles with more information about proposed and/or implemented facial recognition bans.¬† * Find at least two scholarly sources that address the issues at stake. For example, relevant scholarly sources could be academic articles that explain how facial recognition technology works, describe some of the issues that have arisen (e.g., mismatches leading to erroneous arrests, disparate levels of accuracy for people of different races, ethnic groups, and genders, etc), and/or theorize the broader ethical issues raised by facial recognition, including discriminatory impacts, government surveillance, civil liberties, and privacy.¬† Step 2: Drawing on the sources you find AND material from class, write a short essay that reflects on facial recognition from a policy perspective. Your memo should be 800-1000 words (not including references). Make sure to cite all your sources! Your essay must contain the following components: 1. Begin with a brief (i.e., 1-2 paragraphs) description of facial recognition technology and the controversy around the use of facial recognition by law enforcement. Be sure to answer the following questions: [2 points (.5*4)]     * In broad strokes (you do not have to get extremely technical), describe how facial recognition algorithms work. [.5 points]     * In cities and states where law enforcement agencies are using facial recognition, how are they doing so? For what purposes? [.5 points]     * In cities and states that have banned the use of facial recognition algorithms by law enforcement, what are some of their stated reasons for doing so? [.5 points]     * In cities and states that have banned the use of facial recognition by law enforcement with some exceptions, what are the exceptions (i.e., the circumstances in which law enforcement is permitted to use facial recognition)? [.5 points] 2. Once you have described the debate around facial recognition, the remainder of your essay should take a position for or against banning the use facial recognition systems by law enforcement. Your position must be an informed one: that is, you are not simply stating your opinion, but making a persuasive argument in favor of your position that is supported by evidence and concepts from class and from your own research. If you take a position that is somewhere in between for and against (e.g., ‚Äúlaw enforcement should be prohibited from using facial recognition algorithms except in XYZ circumstances,‚Äù or ‚Äúlaw enforcement should only be permitted to use facial recognition algorithms that meet XYZ fairness and accuracy criteria‚Äù), make sure you spell out what the special circumstances or particular criteria you are advocating for, and why. The more specific, the better!","Partly written by me, partly by AI",Technology,A,Mixed,6,May Have AI,75,60.7,100
9022,"What are some of the fields that comprise cognitive science? How do they contribute to the common goal of understanding the mind? Beyond the ""big six,"" what's another discipline that could contribute to cognitive science, and how?","Written by me, but grammar was corrected by AI",Other,A,Human,6,Likely AI,68,2.5,58.8
18783,"This exam contains four short essay prompts, and you must answer two of them. In each essay, you will be asked to respond to questions based on the materials and themes from class. While the second half of the semester is the focus, it may be helpful to reference material from earlier in the semester when relevant. Each essay should be give or take 2.5-3 pages double-spaced, and feature a clear central argument to address the prompt. The essay‚Äôs argument should be supported with examples from and clear citations of the relevant readings, videos, and discussions in class. No outside research should be done for these essays, only use the readings and other materials from class.Essay Prompt One: Throughout this class we have looked at different groups who have understood themselves to be participating in events that will bring about apocalyptic scenarios. Using the course readings and materials from class, compare and contrast how the Branch Davidians and the Islamic State (ISIS) actively participate in their understandings of the end times",AI-generated,History,B,Human,8,Likely Human,44,98.7,0
22932,Write a One-Pager explaining Moore's Law and why you believe it will or will not continue to prove true in the future.,Entirely written by me,Technology,A,Human,9.19,Likely Human,0,95.1,0
7442,"Analyze the ethical, legal, and social issues of AI surveillance in schools and propose solutions.",Entirely written by me,English,B,Human,10,Likely Human,5,80,100
26333,"Explain the Israeli intelligence communities structure and organization, and its successes and failures.","Partly written by me, partly by AI",Other,A,Mixed,10,Likely Human with AI,60,100,0
29915,Compare Putnam‚Äôs functionalism with the identity theory. What are the strengths and weaknesses of each? Discuss whether Block‚Äôs ‚ÄòChina Brain‚Äô poses a serious problem for functionalism.,"Partly written by me, partly by AI",Technology,B,Human,11,Likely Human,12,84.6,13.6
20238,"Imagine that you are applying for a competitive TA position and asked to submit a teaching statement as part of your application package. Using evidence from this course, how would you describe your teaching style and defend its effectiveness? Be sure to address what the teacher, students, and community bring to ‚Äì or how they impact ‚Äì the learning experience.  You can use your intuitive ideas about teaching and learning to start thinking about your teaching philosophy, but you will want to refine these ideas based on theories and practices we have discussed in class. This does not mean that you have to agree with everything we read in class, or include it, but rather that your decisions about teaching should be informed by research and known best practices. You may want to consider the following questions from your Week 1 assignment to help form your ideas:  How do students learn best? What are the most effective teaching strategies you've used or seen used? Describe an ideal learning environment. What beliefs or concepts about learning best inform your current or future teaching methods?",Entirely written by me,English,,Human,11,Likely Human,25,20,36
5100,Interview a working woman and describe their careers and the gendered challenges they had to face.,Entirely written by me,Ethics,B,Human,11,Likely Human,48,99,86
8470,"Slavery in the beginning was solely dependent on race. The beginning of slavery was merely a way to classify people into being servants or being normal citizens. For example, according to Morgan‚Äôs American Slavery, the children of slaves were technically free members of society.  They were allowed to leave the plantation or even just be raised by slaves, but they were technically not slaves but people in society. However, when compared to modern day slavery, the children of slaves were technically born into slavery and served the same family. Specifically, there were laws that were created that ‚Äúdeclared that children should be slave or free according to the condition of the mother‚Äù(1). This law had multiple benefits. For example, it allowed slave masters to impregnate female slaves, leading to the creation of more slaves for the master without the slave master being there for child support. Another benefit this law had to slave masters is that it allowed masters to have an increasing and prolonged number of slaves throughout their life. This created a loop where slave masters would procreate to gain profit and gain more slaves. Even if the slave trade had stopped, ‚Äúthe class of free negroes was‚Ä¶ already in existence and could not be eliminated‚Äù(2). There were also many economic factors that contributed to the development of modern day slavery. One of these factors was the need for cheap labor for labor-intensive projects and produce. These products were known as cash crops like tobacco, indigo, and cotton. These crops were labor-intensive, and there was a constant demand for a cheap and controllable labor force. Going off this, there was intense profitability within slavery. Slavery proved to be an economically efficient system for the produce economy. Slaves could be purchased at a one-time purchase rate and they were forced to work without wages. The original form of slavery had children possess the ability to become free and allowed for slaves to buy freedom for themselves. However, later forms of slavery had children who were born into slavery forced to become slaves as well. Moreover, the government created laws to trap as many black people in the plantations which in turn would indirectly eliminate free black people and keep them contained within the slave community.",AI-generated,Other,A,Human,11,May Have AI,80,5,0
37,"1. Was Bush‚Äôs invasion performative or preventive? Your response should clearly explain the concept and logic of each type of war and use specific evidence to support your argument. Given your answer, what, if anything, could Iraq have done to avoid war? Separate from your argument thus far, which type of war (performative or preventive) would be most consistent with the principles of the Bush Doctrine? Be precise. 2.  How does the domestic distributive politics differ for aid and trade? Who lobbies for aid distribution and for trade protection? Who is the target of lobbying on aid and trade and what does that tell us about the inter-branch balance of power over foreign policy, historically and today?  Is ‚ÄúAmerica First‚Äù compatible with a policy designed to ‚Äúwin‚Äù the competition between the US and China? Be sure to explain what winning means in the readings and how that relates to the three broad pillars of recurring US foreign policy interests. What are the distinct motivations behind the US using export controls vs. tariffs in its competition with China?  Is America polarized on foreign policy? Is the polarization, to the extent it exists, larger at the elite or mass level? Explain and support your answers. How does your answer on elite/mass distinctions affect the potential (in)coherence of US foreign policy? What parts of US nuclear non-proliferation strategy have been affected by polarization and what parts have not?","Partly written by me, partly by AI",History,A,Mixed,12,May Have AI,67,92.8,100
11857,a in person Museum Review for a fine art museum for a social media arts class,Entirely written by me,Other,A,Human,12,Likely Human,2,94,27.5
7575,What are some objections to the most appealing comment from Descartes's Meditation on First Philosophy?,"Written by me, but grammar was corrected by AI",Other,A,Human,12,Likely Human,28,38.5,0
15931,Create a nonfictional creative writing piece regarding something unique about yourself.,Entirely written by me,English,A,Human,12.86,Likely Human,0,99.8,0
19296,"Around the world, even in developing countries we are noticing that human birth rates are falling precipitously. Developed nations, mainly the US, have supplemented their shrinking native populations with immigrants. When even the countries these immigrants come from are experiencing birth rate collapse, this measure can be said to have reached the end of its useful life and something else must be done. High school senior students have also changed, where about 81% of female seniors in 1993 planned to get married, while only 60-some percent of female seniors in 2023 planned the same. Male seniors for the same years were 76% and 74%, respectively. If you believe this is a problem: What do you believe is causing this societal trend among the youth against family formation and how can governments around the world do something to set birth rates to something more stable, say 1.9-2.1 live births per woman? If you do not believe this is a problem, why is this nothing to worry about? Support your answer.","Partly written by me, partly by AI",Other,,Human,13,Likely Human,0,86,34
28801,Analyze the representation of time travel in science fiction,"Written by me, but grammar was corrected by AI",English,B,Human,14,Likely Human,36,82.2,100
22109,Answering exam questions in essay format for race and gender coursework,Entirely written by me,Other,A,Human,14,Likely AI,100,95.9,71
6589,"Write a reflection paper discussing how your understanding of psychology has developed over the course of the semester. In your response, explain what you expected before taking the course, what concepts or topics you found most surprising or interesting, how your perspective has changed, and what areas you would like to learn more about","Partly written by me, partly by AI",Other,B,Human,15,Likely AI,96,99.9,100
1803,"an essay about Comparing Pre-Colombian Pueblo and Iroquois, in aounr 700 words,",AI-generated,History,,Mixed,16,Likely AI,77,100,100
12554,Compare the portrayals of heroism in the 1998 and 2020 adaptations of Mulan,"Written by me, but grammar was corrected by AI",History,A,Human,18,Likely Human,0,82,100
1354,"We live in a time where one generation, the babyboomers, have monopolized political and economic power longer than any other generation, where incumbency bias is huge, and the professionalization of politics to the point 'citizen legislators' is not even seen as an outmoded concept, but a foreign one. A politician is nearly always a careerist. This has resulted, among other reasons as to why, in what feels to many people as a political class that listens most intently and enacts laws which benefit their wealthy patrons first and foremost without consideration given to people who do not run in DC circles, i.e. the common man. It might be argued the way to counteract this is to begin electing people we do not imagine to fit the bill of a 'serious politician' because anyone who has that perfectly manicured background will only be more of the same. For example, non-lawyers, people who did not go to Ivies, people who do not have degrees, or people who do not hold previous experience in elected office. Argue for or against this point.","Partly written by me, partly by AI",Other,,Mixed,19,Likely Human,0,44,34
7683,Labor/union history of america,Entirely written by me,History,A,Mixed,21,Likely Human,0,98.5,100
22243,Writing an essay on the sense of self and its importance,"Written by me, but grammar was corrected by AI",History,,Human,24,May Have AI,69,0,0
23228,Regional Overview of Drunk Driving,"Written by me, but grammar was corrected by AI",Other,A,Mixed,26.26,Likely Human,44,0.2,92
7628,Write an essay explaining the three leadership skill areas and analyzing your results from the Leadership Skills Questionnaire.,Entirely written by me,Other,A,Human,28,Likely Human with AI,44,85,0
4277,"Question C: Rawls writes: ""Consider ... a possible balance of social advantages to a sizable majority from limiting the political liberties and religious freedoms of small and weak minorities. The principle of average utility seems to allow possible outcomes that the parties, as trustees, must regard as altogether unacceptable and intolerable."" (¬ß28.4) What are Rawls's grounds for maintaining that the parties in the original position would regard this, as well as the human guinea pig lottery I describe in slide 16 of Topic #20, ""as altogether unacceptable and intolerable""? Are Rawls's grounds sound? Could these outcomes instead be justified on grounds that they are the upshot of gambles it would be rational for the parties in the original position to take on behalf of the people they represent from behind the veil?  Your answers must build upon our examination and discussion in class and the Powerpoint slides rather than being disconnected from these. They should also draw on and critically engage with relevant assigned reading. The exam is due by 11:59 pm on Monday May 12. Late submissions will not be graded in the absence of a valid excuse. Use of AI such as ChatGPT is not permitted in any stages of the writing process. See these feedback slides on your first take-home exam. Before answering your questions, also download the latest versions of the PowerPoint slides on Canvas. The latest slides will be posted shortly after class. To facilitate anonymous grading, do not include your name anywhere in the file or the filename. There is a strict upper limit of 2,000 words for your two answers combined, including footnotes (and any bibliographic references). Make sure you do not exceed the word limit. The word count you type into the file should be the word count provided by the Word software, which includes any footnotes. As indicated, this must not exceed 2040 words. (The 40 extra words are so what's already typed into the file doesn't count against your 2,000 word maximum for your two answers combined.) Although there is no formal lower word limit, your answer will be strengthened if you make full and non-repetitive use of your overall word limit. Answers that fall significantly short of the word limit generally tend to be much less impressive than those that make much fuller use of the word limit. Your answers may be of unequal length, so long as the combined total doesn't exceed 2,000 words. Make sure, however, that each answer is long enough to adequately address the question. Irrespective of length, each answer will be weighted equally in the determination of your grade for this assignment. Whenever you quote from assigned readings, you should include the page or section number in parentheses after the quote: e.g. ""(301)"" or ""(¬ß28.1)"". There is no need to provide a full citation of any of the assigned readings. If you quote from two different assigned readings by the same author, you should include the date as well as the page number: e.g., ""(1974: 231)"". There is no need to draw on readings beyond the assigned readings. You may, however, do so, in which case provide a full citation of the reading in a footnote. Especially if you draw on readings beyond the assigned readings, make sure to adhere to the next bullet point which I stated above, but which I repeat here for emphasis: Your answers must build upon our examination and discussion in class and the Powerpoint slides rather than being disconnected from these. They should also draw on and critically engage with relevant assigned reading. So long as you adhere to the above bullet point, original insight in your critical engagement is very welcome. Originality in your answers is not, however, necessary for a high grade. It is sufficient to display that you clearly understand and are fully in command of the relevant arguments and the material. You will, however, need to display an understanding and engagement that rises above a mere parroting of points in slides or readings to achieve a high grade. Especially given the short word length, focussed answers that allow you to engage with sufficient critical depth are encouraged. So long as you answer the question, you should not feel the need to cover all points in the readings or slides that might be relevant to the question. Rather, an ability to zero in on key and more significant points will be rewarded. The more sustained development of fewer key points or lines of argument (perhaps even just a single one) will be rewarded over more superficial engagement with more points. Once you have completed your two answers, submit the file (which includes your RUID number at the end of the filename) online by clicking 'Start Assignment' above and then uploading your file via the portal which will display below.","Partly written by me, partly by AI",Ethics,B,Human,30,Likely Human,41,99.9,0
3488,Describe the changes to stereotyping of African Americans from modern american society,AI-generated,History,A,Human,32,May Have AI,43,78,29
